ID на документ,ПУБЛИКУВАН НА,ID на поръчката,УНП,ЕИК на възложителя,ВЪЗЛОЖИТЕЛ,ПРЕДМЕТ на поръчката,S51.ID,ПРЕДМЕТ на договора,ДОГОВОР НОМЕР,ДАТА на изпращане на АНЕКСА,ЕИК на изпълнителя,ИЗПЪЛНИТЕЛ,ОПИСАНИЕ на измененията,ДОПЪЛНИТЕЛНО,НЕПРИДВИДИМОСТ,СТОЙНОСТ преди изменението,СТОЙНОСТ след изменението,ИЗМЕНЕНИЕ на стойността,ВАЛУТА,DATA_YEAR
1049256,16/05/2025,373476,01379-2019-0186,175201304,Електроенергиен системен оператор /ЕСО/ ЕАД,Конструктивно обследване на п/ст Костинброд,1207035,„Конструктивно обследване на п/ст Костинброд“,289,16/05/2025,202530120,КМД Инженеринг ЕООД - София,"Настоящото споразумение № 1/29.04.2025 г., към договор № ДОГ-ЕСО-СО-289/30.05.2022 г. се сключва поради възникнала необходимост от  преработване на  Инвестиционен проект във  фаза работен проект, в проектна част ""Пожарна безопастност"". След  преработването на проектната част, сумата  по договора се  увеличава с 1200 лева , без ДДС. Заплащането й ще се извърши по реда на чл. 2  и по условията на чл. 3.6.2 от сключеният договор. Допълнителното споразумение е сключено с   ""Абилико"" АД,  ЕИК - 040463255, с предходно наименование "" Риск Инженеринг"" АД - изпълнител по договора. Всички останали клаузи на договор № МЕР- СФО- ДОГ- ЕСО-СО-289/30.05.2022 г. остават в сила за двете страни.",,"На  лице е постъпило становище № 749700-31/25.02.2025 г. от РСПБЗН ""Костинброд"" за констатирани несъответствия в част ""Пожарна безопастност"" в изготвения работен проект по горецитирания договор. Несъответсвието възниква от актуализиране на правила и норми за пожарна безопастност съгласно Наредба № Iз -1971 от 2009 г., обнародвани в ДВ, бр. 91 от29.10.2024 г. и са в сила от 31.12.2024 г. На основание чл. 116, ал. 1, т. 3 от ЗОП, във връзка с доклад Вх. № Втр.-Д-378/27.03.2025 г. е сключено допълнително  Споразумение за преработен Инвестиционен проект към договор № ДОГ-ЕСО-СО-289/30.05.2022 г. с предмет: Конструктивно обследване на п/ст ""Костинброд"".",32413.3,33613.3,1200,BGN,2025
1049661,24/09/2025,382009,00398-2020-0011,831385737,Медицински университет /МУ/ - София - Ректорат,"ИЗРАБОТВАНЕ НА ИНВЕСТИЦИОНЕН ПРОЕКТ ВЪВ ФАЗА „ТЕХНИЧЕСКИ ПРОЕКТ“ И ФАЗА „РАБОТЕН ПРОЕКТ“ , НЕПРЕДВИДЕНО ДОПЪЛНИТЕЛНО ПРОЕКТИРАНЕ, УПРАЖНЯВАНЕ НА АВТОРСКИ НАДЗОР ПО ВРЕМЕ НА СТРОИТЕЛСТВОТО И ИЗГОТВЯНЕ",1210335,"ИЗРАБОТВАНЕ НА ИНВЕСТИЦИОНЕН ПРОЕКТ ВЪВ ФАЗА „ТП“ И ФАЗА „РП“, НЕПРЕДВИДЕНО ДОПЪЛНИТЕЛНО ПРОЕКТИРАНЕ, УПРАЖНЯВАНЕ НА АВТОРСКИ НАДЗОР ПО ВРЕМЕ НА СТРОИТЕЛСТВОТО И ИЗГОТВЯНЕ НА ПОДРОБНИ КСС",Д-КС-7,24/09/2025,130977960,ТИЛЕВ АРХИТЕКТИ ООД гр. София,"Изменение в Раздел ІII. ЦЕНА, РЕД И СРОКОВЕ ЗА ПЛАЩАНЕ - начин на плащане - междинно плащане за изготвяне на инвестиционен проект във фаза „Технически проект“",,"Междинното плащане, в размер на 50% от сумата по чл. 7, ал. 2, т. 1 от договора е обвързана със съгласуването и одобрението на проекта от съответните компетентни органи, което обстоятелство, към днешна дата, все още не е налице. Обема и обхвата на инвестиционният проект, във фаза „Технически проект“, в това число продължителните съгласувателни процедури на компетентните органи и необходимостта от отстраняване на забележки, обуславят необходимостта от изменение в начина на междинното плащане, с което да бъде освободен финансов ресурс, преди настъпване на обстоятелствата по чл. 34 ал. 5 от договора. Освен това, е видно, че срокът за изготвяне на  инвестиционният проект, във фаза „Технически проект“, съгласно чл. 5 ал. 1 т. 1 и предаването му на възложителя, съгласно чл. 34 ал. 1 т. 1 от договора, по никакъв начин не е обвързан с начина на плащане, поради което липсва пропорционално и ритмично разпределение на  финансовият ресурс за изпълнение на фаза Технически проект.",2031900,2031900,0,BGN,2025
1048932,03/02/2025,360534,00752-2018-0033,000695235,Министерство на вътрешните работи /МВР/,"Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019",1205665,"„Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019“",5785мпд-83,31/01/2025,177439107,Консорциум Мюлбауер Ай Ди Сървисиз ГмбХ - С&Т,"Сключено е допълнително споразумение №578500-243/09.01.25г. към договор № 5785мпд-83/22.12.22г.за следното: За изпълнението на Дейност 4.1 от предмета на Договора след изтичането на 24 месечния срок от сключването на Договора ИЗПЪЛНИТЕЛЯТ се задължава да извърши доставка на нови (допълнителни) количества Бланки за БЛД „разрешение за пребиваване“ и „карта за пребиваване“, лицензи за вграждани защити и консумативи при персонализирането на БЛД тип „карта“ по график и в срокове, както следва:Бланка за разрешение за пребиваване-62 000 бр. с количество и срокове посочени в ДС.; Бланка за карта за пребиваване -1000 бр. в срок до 01.05.2025 г.;Лиценз за вграждани защити IPI -63 000 бр.;Консумативи за персонализационната техника за документ тип ""карта"" - 63 000 бр.  Допълнителните количества бланки за БЛД, лицензи за вграждани защити и консумативи при персонализирането на БЛД тип „карта“ ще се заплащат на ИЗПЪЛНИТЕЛЯ по единични цени от Ценовото предложение към Договор.",,"На основание чл. 116, ал. 1, т. 1 от Закона за обществените поръчки във връзка с чл. 53 от договор № 5785мпд-83/22.12.2022г. се сключва ДС №578500-243/09.01.25г. Общата стойност на доставките по ДС е в размер на 968 580 лв. без ДДС.",320859354.45,321827934.45,968580,BGN,2025
1049141,25/03/2025,360534,00752-2018-0033,000695235,Министерство на вътрешните работи /МВР/,"Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019",1206615,"„Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019“",5785мпд-83,25/03/2025,177439107,Консорциум Мюлбауер Ай Ди Сървисиз ГмбХ - С&Т,"Сключено е допълнително споразумение №578500-2185/26.02.25г. към договор № 5785мпд-83/22.12.22г.за следното: При изпълнение на договора ИЗПЪЛНИТЕЛЯТ ще ползва следния подизпълнител: „СЕКТРОН“ ООД, ЕИК 831144177. Подизпълнителят „СЕКТРОН“ ООД е с дял на участие 0,44 % от обществената поръчка и ще изпълнява Дейност 2 от договор № 5785мпд-83/22.12.2022 г. в частта „Доставка, монтаж, пускане в експлоатация и гаранционна поддръжка на следните системи за сигурност: 1) Видеонаблюдение, 2) Контрол на достъп, 3) Пожароизвестителна система, 4) Сигнално-охранителна техника, 5) Структурно-кабелна система и 6) Интеграционна платформа за общ мониторинг и управление на системи за сигурност“, необходими за изпълнение на Дейност 2 в частта: „изпълнение на строеж – обекти по смисъла на § 5, т. 39 от ЗУТ за нуждите на централизираното издаване на БЛД.",,"На основание чл. 116, ал. 1, т. 1 от Закона за обществените поръчки във връзка с чл. 53 от договор № 5785мпд-83/22.12.2022г. се сключва ДС № №578500-2185/26.02.25г.",321827934.45,321827934.45,0,BGN,2025
1049467,31/07/2025,360534,00752-2018-0033,000695235,Министерство на вътрешните работи /МВР/,"Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019",1208215,"„Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019“",5785мпд-83,31/07/2025,177439107,Консорциум Мюлбауер Ай Ди Сървисиз ГмбХ - С&Т,"Сключено е допълнително споразумение №578500-7313/01.07.25г. към договор № 5785мпд-83/22.12.22г.за следното: ""§ 1. ВЪЗЛОЖИТЕЛЯТ и ИЗПЪЛНИТЕЛЯТ приемат „Схема за приемане, транспортиране, съхранение и доставка на пратките с готови български лични документи до СДВР/ОДМВР, ДБДС и ДМ“, приложена към писмо УРИ 285300-6686/11.06.2025 г., като „Схема за приемане, транспортиране, съхранение и доставка на пратките с готови БЛД до ДБДС, ДМ , СДВР, ОДМВР и отдел „Пътна полиция“ при СДВР“, на местата, описани в Таблица № 4.2.1 на Приложение № 4.2 към Подробна ТС“ по смисъла на чл. 22, ал. 1, т. 4 от договор № 5785мпд-83/22.12.2022 г. § 2. Със сключване на настоящото допълнително споразумение „Схема за приемане, транспортиране, съхранение и доставка на пратките с готови български лични документи до СДВР/ОДМВР, ДБДС и ДМ“, приложена към писмо УРИ 285300-6686/11.06.2025 г., се счита за окончателна „Схема за приемане, транспортиране, съхранение и доставка на пратките с готови БЛД до ДБДС, ДМ , СД.",,"На основание чл. 116, ал. 1, т. 7 вр. ал. 5 от Закона за обществените поръчки във връзка с чл. 22, ал. 1, т. 4  от договор № 5785мпд-83/22.12.2022г. се сключва ДС № №578500-7313/01.08.25г.",321827934.45,321827934.45,0,BGN,2025
1049769,07/11/2025,360534,00752-2018-0033,000695235,Министерство на вътрешните работи /МВР/,"Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019",1211735,"„Проектиране, изграждане и управление на Система за издаване на български лични документи поколение 2019“",5785мпд-83,07/11/2025,177439107,Консорциум Мюлбауер Ай Ди Сървисиз ГмбХ - С&Т,"Сключено е допълнително споразумение №578500-11403/17.10.25г. към договор № 5785мпд-83/22.12.22г.за следното: За изпълнението на Дейност 4.1 от предмета на Договора след изтичането на 24 месечния срок от сключването на Договора ИЗПЪЛНИТЕЛЯТ се задължава да извърши доставка на нови (допълнителни) количества Бланки за БЛД „разрешение за пребиваване“, лицензи за вграждани защити и консумативи при персонализирането на БЛД тип „карта“ по график и в срокове посочени в ДС. Общата стойност на доставките по ДС е в размер на 953 920 (деветстотин петдесет и три хиляди деветстотин и двадесет) лв. без включен ДДС",,"На основание чл. 116, ал. 1, т. 1 от Закона за обществените поръчки във връзка с чл. 53 от договор № 5785мпд-83/22.12.2022г. се сключва ДС №578500-11403/17.10.25г.",321827934.45,322781854.45,953920,BGN,2025
1048905,28/01/2025,355182,00080-2018-0007,000695317,Министерство на здравеопазването /МЗ/,Доставка на 400 броя медицински превозни средства (линейки) с необходимото оборудване във връзка с голям инвестиционен проект за модернизация на спешната медицинска помощ по четири обособени позиции,1205615,"Линейка за спешна медицинска помощ, тип B – Линейка, конструирана и оборудвана за превоз, първоначално лечение и мониторинг /наблюдение на пациенти/",РД-11-425,28/01/2025,40823148,София Франс Ауто АД - София,"Във връзка с настъпили инфлационни промени, довели до увеличаването стойностите на услугите, включени в гаранционното и сервизно обслужване и ремонт по заявка на ВЪЗЛОЖИТЕЛЯ на доставените 185 броя линейки, съгласно представените от ИЗПЪЛНИТЕЛЯ доказателства, страните постигнаха съгласие цената за изпълнение на договора да бъде увеличена с 288 330,31 лева без ДДС или 345 996,37 лева с вкл. ДДС. Цената за изпълнение на договора, съгласно чл. 2, ал. 2.1 в размер на 21 437 043,83 лева без ДДС или 25 724 454,48 лева с вкл. ДДС се променя, както следва: 21 725 374,14 лева без ДДС или 26 070 448,97 лева с вкл. ДДС.",,"?	Съгласно чл. 117а, в случаите по чл. 116, ал. 1, т. 1, 2 и 3 изменение на цената на договор за обществена поръчка в резултат на инфлация, при която съществено са увеличени цените на основни стоки и материали, които формират стойността на договора, се извършва съгласно методика, одобрена с акт на Министерския съвет. ?	С Писмо с вх. №  26-00-151/16.01.2023 г. ИЗПЪЛНИТЕЛЯТ е информирал ВЪЗЛОЖИТЕЛЯ, че пандемията COVID -19 и войната в Украйна са довели до непредвидено оскъпяване на гаранционното сервизно обслужване. С писма с вх. №№ 26-00-151/28.04.2023 г., вх. № 26-00-151/ 23.06.2023 г., вх. № 26-00-151/ 17.11.2023 г. и  вх. № 26-00-151/ 04.12.2023 г.  изпълнителят е представил доказателства, обосноваващи наличието на повишаване на разходите за сервизно и гаранционно обслужване (фактури за извършените дейности и разчети на извършваните разходи по сервизи).",288330.31,21725374.14,21437043.83,BGN,2025
1048906,28/01/2025,355182,00080-2018-0007,000695317,Министерство на здравеопазването /МЗ/,Доставка на 400 броя медицински превозни средства (линейки) с необходимото оборудване във връзка с голям инвестиционен проект за модернизация на спешната медицинска помощ по четири обособени позиции,1205616,"Линейки за интензивни медицински грижи, тип С – Линейка, конструирана и оборудвана за превоз, интензивно лечение и мониторинг /наблюдение на пациенти/",РД-11-426,28/01/2025,40823148,София Франс Ауто АД - София,"Във връзка с настъпили инфлационни промени, довели до увеличаването стойностите на услугите, включени в гаранционното и сервизно обслужване и ремонт по заявка на ВЪЗЛОЖИТЕЛЯ на доставените 95 броя линейки, съгласно представените от ИЗПЪЛНИТЕЛЯ доказателства, страните постигнаха съгласие цената за изпълнение на договора да бъде увеличена с 148 061,51 лева без ДДС или  177 673,81 лева с вкл. ДДС. Цената за изпълнение на договора, съгласно чл. 2, ал. 2.1 в размер на 11 034 701,50 лева без ДДС или 13 241 641,80 лева с вкл. ДДС се променя, както следва: 11 182 763,01 лева без ДДС или 13 419 315,61 лева с вкл. ДДС.",,"?	Съгласно чл. 117а, в случаите по чл. 116, ал. 1, т. 1, 2 и 3 изменение на цената на договор за обществена поръчка в резултат на инфлация, при която съществено са увеличени цените на основни стоки и материали, които формират стойността на договора, се извършва съгласно методика, одобрена с акт на Министерския съвет. ?	С Писмо с вх. №  26-00-151/16.01.2023 г. ИЗПЪЛНИТЕЛЯТ е информирал ВЪЗЛОЖИТЕЛЯ, че пандемията COVID -19 и войната в Украйна са довели до непредвидено оскъпяване на гаранционното сервизно обслужване. С писма с вх. №№ 26-00-151/28.04.2023 г., вх. № 26-00-151/ 23.06.2023 г., вх. № 26-00-151/ 17.11.2023 г. и  вх. № 26-00-151/ 04.12.2023 г.  изпълнителят е представил доказателства, обосноваващи наличието на повишаване на разходите за сервизно и гаранционно обслужване (фактури за извършените дейности и разчети на извършваните разходи по сервизи).",148061.51,11182763.01,11034701.5,BGN,2025
1049413,10/07/2025,376772,00080-2019-0032,000695317,Министерство на здравеопазването /МЗ/,"Извършване на строително-монтажни работи за нуждите на извънболничните структури на спешната помощ на територията на Югоизточен район за планиране,в изпълнение на проект ""ПРССМП"" по ОПРР 2014-2020",1207416,"""Извършване на строително-монтажни работи за нуждите на ФСМП гр.Царево, ФСМП гр.Созопол, ФСМП гр.Средец, ФСМП гр.Малко Търново""",РД-11-613,10/07/2025,102895253,Мега гипс ЕООД - Бургас,"Съгласно ДС № РД-11-740/19.12.2023 г., на осн. чл.116, ал.1, т.3 във вр. с чл.117а от ЗОП и Методиката, приета с ПМС № 290/27.09.2022 г., размерът на изменението на цената на д-р № РД-11-613/02.12.2020 г. в резултат на инфлацията по отношение на извършените СМР е, както следва: цената на д-ра за обект ФСМП–Царево се индексира със 70,74% или стойността в р-р до 173 502,25 лв. без вкл. ДДС или до 208 202,70 лв. с вкл. ДДС; за обект ФСМП-Созопол, цената се индексира с 52,10 % или стойността в р-р до 126 449,26 лв. без ДДС, 151 739, 11 лв. с ДДС; за обект ФСМП-Средец, цената се индексира с 52,10 % или стойността в р-р до 103 256,31 лв без ДДС, 123 907,58 лв. с ДДС.  Списма с вх. № 26-00-2782/11.12.2023 г. и вх. № 26-00-2782/18.12.2023 г. Изпълнителят е направил искане за изменение на Договор № РД-11-613/02.12.2020 г., изменен с ДС № РД-11-515/09.12.2022 г., и е мотивирал същото, позовавайки се невъзможност за покриване на разходите по строително-монтажните дейности.",,"С писмо с вх. № 26-00-2575/29.11.2024 г. Изпълнителят е направил искане за изменение на Договор № РД-11-613/02.12.2020 г., изменен с Допълнително споразумение № РД-11-79/21.03.2025 г. и е мотивирал същото, позовавайки се невъзможност за покриване на разходите по строително-монтажните дейности и с оглед на непрестанно нарастваща инфлация невъзможност да вложи необходимите материали за обекта на предварително заложените цени съгласно подписания договор, което води до материални загуби за изпълнителя, и предварително договорената сума по завършване на обект ФСМП - Малко Търново е недостатъчна за покриване на реалните разходи по неговото изграждане, и е представил доказателства за това. Съгл. чл. 117а, ал. 1 от ЗОП, в случаите по чл. 116, ал. 1, т. 1, 2 и 3 от ЗОП, изменение на цената на д-р за общ. поръчка в р-т на инфлация, при която съществено са увеличени цените на основни стоки и материали, които формират стойността на д-ра, се извършва съгласно горепосочената Методика.",1336423.2,1399466.64,63043.44,BGN,2025
1049169,10/04/2025,350010,00165-2017-0019,000695114,Министерство на образованието и науката /МОН/,"Изготвяне на оценки на съответствието на инвестиционните проекти, осъществяване на строителен надзор и инвеститорски контрол и актуализиране/ ... продължава в поле VI.3...",1206724,"Изготвяне на оценки на съотв. на инв. проекти, осъщест. на стр. надзор и инв.к-л и изготвяне на техн. паспорти на сградите на 15 държ.проф.гимназии в областите Видин, Враца, Монтана и Плевен",BG16RFOP001-3.002-0007-C02-U-1,10/04/2025,177351641,ДЗЗД ОБЕДИНЕНИЕ МОН КОНСУЛТ 2017,"Сключено е Споразумение №BG16RFOP001-3.002-0007-С02-U-1/28.03.2025 г. със следното съдържание: 1.На основание чл.116, ал.1, т.1 т.3 от ЗОП се прави следното изменение: -създава се нов чл.1з, за упражняването на авторски надзор и услуги по инвестиционен контрол на възложените с допълнително споразумение дейности, насочени към изместване на ревизионна шахта с разположени в нея оптични кабели, попадащи в обхвата на проектираната спортна зала във Финансово-стопанска професионална гимназия ""Васил Левски"", гр. Монтана. -създава се нов чл.6з със стойност на дейностите по чл.1з, в размер на 6427,50 лв. без ДДС; -създава се нов чл.7з за начина на изплащане на цената по чл.6з; 2.На основание чл.1, ал.3 и чл.44 от договора срокът за изпълнение се изменя до 06.10.2025г. или до въведането на всички обекти от обособената позиция в експлоатация.",,"Изменение на договор BG16RFOP001-3.002-0007-CO2-S-28/14.07.2023 г. ""Инженеринг–проектиране, авт. надзор и изпълнение на СМР за модернизация на образов. инфраструктура на ФСПГ Васил Левски,гр. Монтана. Инициирано е изменение на Админист. договор №BG16RFOP001-3.002-0007-С09 за изпълнение на проект ""Обновяване и модернизация на регионалната образователна инфраструктура чрез подобряване на материално-техническата база на 15 държ. проф. гимназии в системата на МОН в областите Видин, Монтана и Плевен"" по ОПРР 2014-2020г., като е определен нов срок за изпълнение на проекта 06.10.2025 г. и по този начин се дава възможност за приключване на строителството във всички включени в него обекти. Доколкото Договор № BG16RFOP001-3.002-0007-C02-U-1/16.05.2019 г. е слючен за осигуряване на необходимите за строителството консултантски услуги и е обвързан със срока на адм. договор, то на основание чл.1, ал.3 и чл.44 срокът за изпълнение се изменя до 06.10.2025г. или до въвеждането обектите в експлоатация.",476981.65,483409.15,6427.5,BGN,2025
1049223,29/04/2025,350010,00165-2017-0019,000695114,Министерство на образованието и науката /МОН/,"Изготвяне на оценки на съответствието на инвестиционните проекти, осъществяване на строителен надзор и инвеститорски контрол и актуализиране/ ... продължава в поле VI.3...",1206795,"Изготвяне на оценки на съотв.на инв.проекти, осъщест. на стр.надзор и инв. к-л и изготвяне на техн.паспорти на сградите на 15 държав. проф.гимназии в областите Варна, Добрич, Разград, Силистра и Шумен",BG16RFOP001-3.002-0019-C02-U-1,29/04/2025,177336725,ДЗЗД Трафик Сник - гр. Шумен,"Във връзка с инициирано удължаване на срока на Административен договор №BG16RFOP001-3.002-0019-C08 е сключено Споразумение  №BG16RFOP001-3.002-0019-C02-U -1/31.03.2025 г. за следното: На основание чл.116, ал.1, т.1 от ЗОП, както и чл.1, ал.3 и чл.46 от Договор№BG16RFOP001-3.002-0019-C02-U-1/11.03.2019г. с предмет„Изготвяне на оценки на съответствието на инвест. проекти, осъществяване на строителен надзор и инвест. контрол и актуализиране/изготвяне на технически паспорти на сградите, включени в програмата за модернизация на образователната инфраструктура на 101 проф. гимназии в системата на МОН“ чл.3 от договора се изменя така: Срокът за изпълнение на поръчката е до 31.07.2025г. или до въвеждане на всички обекти в експлоатация.Предишни изменения: Споразумения№BG16RFOP001-3.002-0019-C02-U-14/13.10.2020 г.;BG16RFOP001-3.002-0019-C02-U-15/23.08.2021 г.;  BG16RFOP001-3.002-0019-C02-U-16/01.11.2021 г.;BG16RFOP001-3.002-0019-С02-U-21/29.09.2023 г.;BG16RFOP001-3.002-0019-С02-U-21/07.10.2024г.","Инициирано е  удължаване на срока на Административен договор № BG16RFOP001-3.002-0019-C08 за изпълнение на проект ""Обновяване и модернизация на регионалната образователна инфраструктура чрез подобряване на материално-техническата база на 15 държавни професионални гимназии в системата на МОН в областите Варна, Добрич, Разград, Силистра и Шумен"".",,547746.83,547746.83,0,BGN,2025
1049501,08/08/2025,350010,00165-2017-0019,000695114,Министерство на образованието и науката /МОН/,"Изготвяне на оценки на съответствието на инвестиционните проекти, осъществяване на строителен надзор и инвеститорски контрол и актуализиране/ ... продължава в поле VI.3...",1208675,"Изготвяне на оценки на съотв.на инв.проекти, осъщест. на стр.надзор и инв. к-л и изготвяне на техн.паспорти на сградите на 15 държав. проф.гимназии в областите Варна, Добрич, Разград, Силистра и Шумен",BG16RFOP001-3.002-0019-C02-U-1,08/08/2025,177336725,ДЗЗД Трафик Сник - гр. Шумен,"Във връзка с инициирано удължаване на срока на Административен договор №BG16RFOP001-3.002-0019-C08 е сключено Споразумение № BG16RFOP001-3.002-0019-C02-U-2/31.07.2025 г. за следното: На основание чл. 116, ал. 1, т. 1 от ЗОП, както и чл. 1, ал. 3 и чл. 46 от Договор № BG16RFOP001-3.002-0019-C02-U-1/11.03.2019 г. с предмет„Изготвяне на оценки на съответствието на инвест. проекти, осъществяване на строителен надзор и инвест. контрол и актуализиране/изготвяне на технически паспорти на сградите, включени в програмата за модернизация на образователната инфраструктура на 101 проф. гимназии в системата на МОН“ чл. 4 от договора се изменя по следния начин: Срокът за изпълнение на поръчката е до 30.09.2026 г.","Инициирано е  удължаване на срока на Административен договор № BG16RFOP001-3.002-0019-C08 за изпълнение на проект ""Обновяване и модернизация на регионалната образователна инфраструктура чрез подобряване на материално-техническата база на 15 държавни професионални гимназии в системата на МОН в областите Варна, Добрич, Разград, Силистра и Шумен"". *** Продължава от поле VII.2.1) Описание на измененията: Предишни изменения: Споразумения № BG16RFOP001-3.002-0019-C02-U-14/13.10.2020 г.; BG16RFOP001-3.002-0019-C02-U-15/23.08.2021 г.;  BG16RFOP001-3.002-0019-C02-U-16/01.11.2021 г.; BG16RFOP001-3.002-0019-С02-U-21/29.09.2023 г.; BG16RFOP001-3.002-0019-С02-U-22/07.10.2024 г.; BG16RFOP001-3.002-0019-C02-U -1/31.03.2025 г.",,547746.83,547746.83,0,BGN,2025
1049568,19/08/2025,350010,00165-2017-0019,000695114,Министерство на образованието и науката /МОН/,"Изготвяне на оценки на съответствието на инвестиционните проекти, осъществяване на строителен надзор и инвеститорски контрол и актуализиране/...продължава в поле VI.3)...",1209155,"Изготвяне на оценки за съотв. на инвест.проекти,осъществяване настр.надзор и инвест.контрол и актуализиране/изготвяне на техн.паспорти на сградите......... - по об. п. 7",BG16RFOP001-3.002-0016-С02-U-1,19/08/2025,177336819,ДЗЗД Строй СЕТ АРХ - София,"Срокът на Административен договор № BG16RFOP001­3.002­0016-C09 за изпълнение на проект „Обновяване и модернизация на регионалната образователна инфраструктура чрез подобряване на материално­техническата база на 12 държавни професионални гимназии в системата на МОН в област София-град“ е изменен, като е определен нов срок за изпълнение на проекта, за да се даде възможност за приключване на строителството във всички включени в него обекти. Доколкото договорът е сключен с цел осигуряване на необходимите за изпълнение на строителството консултантски услуги и е обвързан със срока за изпълнение на административния договор за безвъзмездна финансова помощ, с Доп. спор. № BG16RFOP001-3.002­0016-C02-U­1/04.08.2025 г. срокът за изпълнение на поръчката е до 30.09.2026 г. или до въвеждането на всички обекти от обособ. позиция в експлоатация.Предишн. изм. на дог. ДС№BG16RFOP001-3.002­0016-C02­U­6/14.09.20г.,ДС№ BG16RFOP001-3.002­0016-С02-U­14/29.09.23г. и № BG16RFOP001­3.002-0016­C02­U16/14.10.24г.","Инициирано е искане за удължаване на срока на Административен договор № BG16RFOP001-3.002-0016-C01 за изпълнение на проект „Обновяване и модернизация на регионалната образователна инфраструктура чрез подобряване на материално-техническата база на 12 държавни професионални гимназии в системата на МОН в област София-град“ и с оглед обстоятелството, че съгласно предложеното изменение на Административния договор част от включените в проекта обекти ще се изпълняват и през 2026 г., срокът за изпълнение на поръчката е до 30.09.2026 г. или до въвеждането на всички обекти от обособената позиция в експлоатация.",,365030,365030,0,BGN,2025
1049830,16/12/2025,350010,00165-2017-0019,000695114,Министерство на образованието и науката /МОН/,Изготвяне на оценки на съответствието на инвест. проекти ....продължава в поле VI.3,1212735,"Изготвяне на оценки за съответствие на инвестиционните проекти в областите Видин, Враца, Монтана и Плевен",BG16RFOP001-3.002-007-С02-U-1,16/12/2025,177351641,ДЗЗД ОБЕДИНЕНИЕ МОН КОНСУЛТ 2017,"На основание чл. 116, ал. 1, т. 1 и т. 3 от ЗОП, както и на чл. 5, ал. 4 и чл. 44 от Договор № BG16RFOP0013.0020007C02U1/16.05.2019 г. с предмет: ""Изготвяне на оценки на съответствието на инвестиционните проекти, осъществяване на строителен надзор и инвестиционен контрол и актуализиране/изготвяне на технически паспорти на сградите, включени в програмата за модернизация на образователната инфраструктура на 101 професионални гимназии в системата на МОН""  чл. 3 от същия се променя по следния начин: ""Чл.3. Настоящият договор влиза в сила при наличие на подписан договор за изпълнение на инженеринг проектиране и строителство за някой от обектите в обхвата на обособената позиция и е със срок на действие до 24.04.2026 г. или до въвеждане на всички обекти от обособената позиция в експлоатация"".",,"Изпълнението на Договор №BG16RFOP0013.0020007C02S28/14.07.2023 г. с предмет: „Инженеринг – проектиране, авторски надзор и изпълнение на СМР за модернизация на образователната инфраструктура на Финансовостопанска професионална гимназия „Васил Левски“, гр. Монтана“ е възобновено с оглед приключване на процеса по изместване на ревизионна шахта с разположени в нея оптични кабели, както и на трасе с кабели с високо напрежение, попадащи в обхвата на проектната зала, което наложи спирането на строителството. Възможността за възобновяване на строителството е довело до удължаване срока на договор до 24.04.2026 г. Вследствие на което е необходимо да бъде удължен срока на договора за строит. надзор и инвест. контрол на обектите в областите Видин, Монтана и Плевен Договор № BG16RFOP0013.0020007C02U1/16.05.2019 г. с ОБЕДИНЕНИЕ „МОН КОНСУЛТ 2017“ също до 24.04.2026 г. Дейността по строит. надзор и инвест. контрол не е самостоятелна и обслужва договора за инженеринг като обвързана с неговия срок.",483409.15,483409.15,0,BGN,2025
1049627,15/09/2025,357220,00164-2018-0016,000695324,Министерство на отбраната /МО/,Осигуряване на летателната годност на самолети L-39ZA,1209935,Осигуряване на летателната годност на самолети L-39ZA,УД-03-69,15/09/2025,121287266,„Йотов и син България“ ООД,"На основание чл. 116, ал. 1, т. 7 от Закона за обществените поръчки: Чл. 1. В преамбюла и навсякъде в РС вместо: „седалище и адрес на управление: гр. София, 1220, ж.к. Надежда 2, ул. „Република“, бл. 272, вх. Г, ап. 94, да се чете: „седалище и адрес на управление: гр. София, п.к. 1303, район Възраждане, бул. „Александър Стамболийски“ № 84, бизнес сграда Urban Model, ет. 14.",,"на основание чл. 116, ал. 1, т. 7 от Закона за обществените поръчки, чл. 41 от РС, във връзка с получено уведомително Получено писмо с рег. № 11-00-319/02.07.2025 г. от “Йотов и син България” ООД за промяна в седалище и адрес на управление на дружеството.",3031.08,3031.08,0,BGN,2025
